#MGI Accession ID	Chr	cM Position	genome coordinate start	genome coordinate end	strand	Marker Symbol	Status	Marker Name	Marker Type	Feature Type	Marker Synonyms (pipe-separated)
MGI:1915571	0610007P14Rik	RIKEN cDNA 0610007P14 gene	ORF11
MGI:1913536	Sec11c	SEC11 homolog C, signal peptidase complex subunit	Sec11l3|1810029G24Rik
MGI:99832	Sec13	SEC13 homolog, nuclear pore and COPII coat complex component	1110003H02Rik|Sec13l1|Sec13r
MGI:1921386	Sec14l1	SEC14-like lipid binding 1	2810012L19Rik|1200017E04Rik
MGI:1915065	Sec14l2	SEC14-like lipid binding 2	1300013M05Rik|Spf|tap
MGI:3617848	Sec14l3	SEC14-like lipid binding 3	1110069O07Rik
MGI:2139207	Sec16a	SEC16 homolog A, endoplasmic reticulum export factor	C230052J16Rik
MGI:2148802	Sec16b	SEC16 homolog B (S. cerevisiae)	Rgpr-p117|Rgpr|Lztr2
MGI:2447876	Sec22a	SEC22 homolog A, vesicle trafficking protein	Sec22l2|1810005C06Rik
MGI:1338759	Sec22b	SEC22 homolog B, vesicle trafficking protein	Sec22l1|4930564D15Rik|ERS-24
MGI:2447871	Sec22c	SEC22 homolog C, vesicle trafficking protein	Sec22l3|5930407I15Rik
MGI:1349635	Sec23a	SEC23 homolog A, COPII coat complex component	Msec23|Sec23r
MGI:2450915	Sec23ip	Sec23 interacting protein	p125|D7Ertd373e
MGI:1924621	Sec24a	Sec24 related gene family, member A (S. cerevisiae)	9430090N21Rik
MGI:2139764	Sec24b	Sec24 related gene family, member B (S. cerevisiae)	SEC24
MGI:1919746	Sec24c	Sec24 related gene family, member C (S. cerevisiae)	2610204K03Rik
MGI:1916858	Sec24d	Sec24 related gene family, member D (S. cerevisiae)	2310020L09Rik|LOC383951
MGI:1916412	Sec31a	Sec31 homolog A (S. cerevisiae)	1810024J13Rik|Sec31l1
MGI:2685187	Sec31b	Sec31 homolog B (S. cerevisiae)	LOC240667|Sec31l2
MGI:1858417	Sec61a1	Sec61 alpha 1 subunit (S. cerevisiae)	Sec61a
MGI:1913462	Sec61b	Sec61 beta subunit	1190006C12Rik
MGI:1916526	Sec62	SEC62 homolog (S. cerevisiae)	SEC62|HTP1|Tloc1|3100002M17Rik|Dtrp1
MGI:2155302	Sec63	SEC63-like (S. cerevisiae)	5730478J10Rik
MGI:1922670	Secisbp2	SECIS binding protein 2	2210413N07Rik|SBP2|2810012K13Rik
MGI:1917604	Secisbp2l	SECIS binding protein 2-like	3110001I20Rik
MGI:1929083	Sectm1b	secreted and transmembrane 1B	K12|1810003C24Rik|Sectm1
MGI:1919374	Seh1l	SEH1-like (S. cerevisiae	2610007A16Rik
MGI:1329016	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)	Sel1h
MGI:2684964	Sel1l2	sel-1 suppressor of lin-12-like 2 (C. elegans)	LOC228684
MGI:1916941	Sel1l3	sel-1 suppressor of lin-12-like 3 (C. elegans)	2310045A20Rik
MGI:98278	Sele	selectin, endothelial cell	E-selectin|CD62E|Elam
MGI:96825	Selenbp1	selenium binding protein 1	Lpsb|Lp56
MGI:104859	Selenbp2	selenium binding protein 2	AP56|Lpsb2|acetaminophen-binding protein
MGI:1927947	Selenof	selenoprotein F	Sep15
MGI:1919907	Selenoh	selenoprotein H	SelH|2700094K13Rik
MGI:107898	Selenoi	selenoprotein I	D5Wsu178e|4933402G07Rik|C79563|Ept1
MGI:1931466	Selenok	selenoprotein K	Selk|30kDa|HSPC030
MGI:2149786	Selenom	selenoprotein M	Selm|1500040L08Rik|SelM
MGI:2151208	Selenon	selenoprotein N	Sepn1|1110019I12Rik
MGI:1919007	Selenoo	selenoprotein O	Selo|1300018J18Rik
MGI:894288	Selenop	selenoprotein P	Sepp1|D15Ucla1|Se-P|selp
MGI:95994	Selenos	selenoprotein S	C78786|H-47|H-4|1500011E07Rik|Vimp|H4|H47
MGI:1916477	Selenot	selenoprotein T	Selt|2810407C02Rik|5730408P04Rik|SelT
MGI:3608324	Selenov	selenoprotein V	BC089491
MGI:1100878	Selenow	selenoprotein W	Sepw1
MGI:98279	Sell	selectin, lymphocyte	Ly-m22|Ly-22|Lyam-1|Lyam1|LECAM-1|L-selectin|Lnhr|CD62L
MGI:98280	Selp	selectin, platelet	P-selectin|CD62P|Grmp
MGI:106689	Selplg	selectin, platelet (p-selectin) ligand	CD162|Psgl1|Psgl-1
MGI:109238	Sem1	SEM1, 26S proteasome complex subunit	Shfdg1|Shfm1|Shfg|DSS1
MGI:107558	Sema3a	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	collapsin-1|sema III|Semad|semaphorin III|SemD
MGI:107561	Sema3b	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	sema5|SemA|LUCA-1|semaV|SemA|Semaa
MGI:107557	Sema3c	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	Semae|1110036B02Rik
MGI:1860118	Sema3d	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	4631426B19Rik
MGI:1340034	Sema3e	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	Semah
MGI:1096347	Sema3f	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	Sema IV|Semak
MGI:107560	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	SemB|Semab|SemB
MGI:107559	Sema4b	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	Semac|SemC
MGI:109252	Sema4c	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	Semaf|Semacl1|M-Sema F|Semacl1|Semai
MGI:109244	Sema4d	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	M-sema G|coll-4|Semcl2|Semaj|Semacl2|CD100|semaphorin H
MGI:1340055	Sema4f	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain	Sema W
MGI:107556	Sema5a	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	M-Sema D|Semaf|semF|9130201M22Rik
MGI:107555	Sema5b	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B	Semag|SemG|SemG
MGI:1203727	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	VIa|Sema6A-1|A730020P05Rik|sema|Semaq
MGI:1202889	Sema6b	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B	semaZ|Sema|VIb|Seman
MGI:1338032	Sema6c	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C	Semay|Sema Y
MGI:2387661	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	Sema6D-4|Sema6D-1|1110067B02Rik|Sema6D-6|Sema6D-2|Sema6D-5
MGI:1306826	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A	Semal|CDw108|Semaphorin K1|2900057C09Rik
MGI:2445054	Senp1	SUMO1/sentrin specific peptidase 1	E330036L07Rik|2310046A20Rik|D15Ertd528e
MGI:1923076	Senp2	SUMO/sentrin specific peptidase 2	2310007L05Rik|4930538C18Rik
MGI:2158736	Senp3	SUMO/sentrin specific peptidase 3	Smt3ip1
MGI:2443596	Senp5	SUMO/sentrin specific peptidase 5	A730063F07Rik|6230429P13Rik
MGI:1922075	Senp6	SUMO/sentrin specific peptidase 6	E130319N12Rik|2810017C20Rik
MGI:1913565	Senp7	SUMO1/sentrin specific peptidase 7	2810413I22Rik|6030449K19Rik|2900036C23Rik|2410152H17Rik
MGI:1918849	Senp8	SUMO/sentrin specific peptidase 8	Den1|Nedp1|9130010J17Rik|Prsc2
MGI:1923580	Sephs1	selenophosphate synthetase 1	SPS1|1110046B24Rik
MGI:108388	Sephs2	selenophosphate synthetase 2	Ysg3|Sps2
MGI:1098791	Sepsecs	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	D5Ertd135e|SecS|SLA
MGI:1858916	Sept1	septin 1	PNUTL3|Diff6
MGI:1918110	Sept10	septin 10	4921515A04Rik|9430099J10Rik
MGI:1277214	Sept11	septin 11	D5Ertd606e|6230410I01Rik
MGI:1918339	Sept12	septin 12	4933413B09Rik|1700028G04Rik|Septin12
MGI:1921472	Sept14	septin 14	1700016K13Rik
MGI:97298	Sept2	septin 2	Nedd5
MGI:1345148	Sept3	septin 3	Sep3|B530002E20Rik|3110018K01Rik
MGI:1270156	Sept4	septin 4	ARTS|cell division control-related protein 2b|Bh5|Pnutl2|septin H5
MGI:1195461	Sept5	septin 5	Cdcrel1|Pnutl1
MGI:1888939	Sept6	septin 6	C920001C06Rik|2810035H17Rik
MGI:1335094	Sept7	septin 7	Cdc10
MGI:894310	Sept8	septin 8	Sepl
MGI:1858222	Sept9	septin 9	SL3-3 integration site 1|Msf|MSF1|Sint1|PNUTL4
MGI:2447813	Serac1	serine active site containing 1	4930511N22Rik|D17Ertd141e
MGI:1914120	Serbp1	serpine1 mRNA binding protein 1	1200009K13Rik|9330147J08Rik
MGI:1337114	Serf1	small EDRK-rich factor 1	m4F5|4F5
MGI:1337041	Serf2	small EDRK-rich factor 2	4F5rel (4F5 related)|m4F5rel
MGI:1351630	Sergef	secretion regulating guanine nucleotide exchange factor	Gef|DelGEF|Gnefr
MGI:1890404	Serhl	serine hydrolase-like	1110019M09Rik
MGI:1926228	Serinc1	serine incorporator 1	Tde1l|1500011D18Rik|TMS-2|Tde2
MGI:1919132	Serinc2	serine incorporator 2	FKSG84|Tde2l|2310004K20Rik|TDE2
MGI:1349457	Serinc3	serine incorporator 3	DIFF33|Tde1|AIGP1|TMS-1
MGI:2441842	Serinc4	serine incorporator 4	A930015D22Rik
MGI:2444223	Serinc5	serine incorporator 5	A130038L21Rik|TPO1|AIGP3
MGI:92638	Serp1	stress-associated endoplasmic reticulum protein 1	D3Ucla1
MGI:1919911	Serp2	stress-associated endoplasmic reticulum protein family member 2	2810032E02Rik
MGI:98376	Serpina1	serine (or cysteine) peptidase inhibitor, clade A, member 1 cluster	[a]1-proteinase inhibitor|[a]1-antitrypsin|[a]1-PI|Pre-1|alpha-1 antiproteinase|Spi-1|Aat|antitrypsin|Spi1|Pre
MGI:2667725	Serpina10	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10	PZI
MGI:2685741	Serpina11	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11	LOC380780
MGI:1915304	Serpina12	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12	vaspin
MGI:2684892	Serpina16	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 16	Gm46|LOC194604
MGI:891971	Serpina1a	serine (or cysteine) peptidase inhibitor, clade A, member 1A	Aat2|Aat-2|PI1|Spi1-1
MGI:891970	Serpina1b	serine (or cysteine) preptidase inhibitor, clade A, member 1B	Spi1-2|D12Ucla2|PI2
MGI:891969	Serpina1c	serine (or cysteine) peptidase inhibitor, clade A, member 1C	Spi1-3|PI3|Spi1-6|PI6
MGI:891968	Serpina1d	serine (or cysteine) peptidase inhibitor, clade A, member 1D	Spi1-4|PI4
MGI:891967	Serpina1e	serine (or cysteine) peptidase inhibitor, clade A, member 1E	PI5|Spi1-5
MGI:1915598	Serpina1f	serine (or cysteine) peptidase inhibitor, clade A, member 1F	Serpina2|0610012A11Rik|epserin
MGI:1921319	Serpina3a	serine (or cysteine) peptidase inhibitor, clade A, member 3A	alpha-1 antiproteinase,|antitrypsin|4933406L18Rik
MGI:2182835	Serpina3b	serine (or cysteine) peptidase inhibitor, clade A, member 3B	A030003A19Rik|6A1|antitrypsin|alpha-1 antiproteinase
MGI:102848	Serpina3c	serine (or cysteine) peptidase inhibitor, clade A, member 3C	Kalbp|alpha-1 antiproteinase|Klkbp|1A1
MGI:2182836	Serpina3d-ps	serine (or cysteine) peptidase inhibitor, clade A, member 3D, pseudogene	antitrypsin|2B1|Serpina3d|alpha-1 antiproteinase
MGI:2182837	Serpina3e-ps	serine (or cysteine) peptidase inhibitor, clade A, member 3E, pseudogene	2B2|alpha-1 antiproteinase|Serpina3e
MGI:2182838	Serpina3f	serine (or cysteine) peptidase inhibitor, clade A, member 3F	alpha-1 antiproteinasin|2A1|antitrypsin
MGI:105046	Serpina3g	serine (or cysteine) peptidase inhibitor, clade A, member 3G	Spi2A|alpha-1 antiproteinase|2A2|Spi2/eb.1|Spi2-1|alpha-1 antiproteinase,
MGI:2182839	Serpina3h	serine (or cysteine) peptidase inhibitor, clade A, member 3H	6C28|alpha-1 antiproteinase
MGI:2182841	Serpina3i	serine (or cysteine) peptidase inhibitor, clade A, member 3I	2B2|alpha-1 antiproteinase|Gm6930|antitrypsin
MGI:2182843	Serpina3j	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3J	Gm4931|alpha-1 antiproteinase
MGI:98377	Serpina3k	serine (or cysteine) peptidase inhibitor, clade A, member 3K	Spi-2|Spi2|MMCM2|MMSpi2|alpha-1 antiproteinase|contrapsin|RP54|1300001I07Rik|D12Rp54
MGI:98379	Serpina3kr	serine (or cysteine) peptidase inhibitor, clade A, member 3K regulator	Spi-2r|Spi2r
MGI:2182857	Serpina3l-ps	serine (or cysteine) peptidase inhibitor, clade A, member 3L, pseudogene	3E2|alpha-1 antiproteinase|Serpina3l
MGI:98378	Serpina3m	serine (or cysteine) peptidase inhibitor, clade A, member 3M	Spi-2rs1|MMSPi2.4|MMCM7|antitrypsin|alpha-1 antiproteinase|contrapsin-like|Spi2-rs1|3e46|Spi2.4|Spi-2l
MGI:105045	Serpina3n	serine (or cysteine) peptidase inhibitor, clade A, member 3N	antitrypsin|Spi2.2|Spi2/eb.4|alpha-1 antiproteinase|Spi2-2
MGI:2448363	Serpina4-ps1	serine (or cysteine) peptidase inhibitor, clade A, member 4, pseudogene 1	Klst
MGI:107817	Serpina5	serine (or cysteine) peptidase inhibitor, clade A, member 5	Pci|antitrypsin|alpha-1 antiproteinase|PAI-3
MGI:88278	Serpina6	serine (or cysteine) peptidase inhibitor, clade A, member 6	Cbg
MGI:3041197	Serpina7	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7	C730040N12Rik
MGI:1919157	Serpina9	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9	2310014L03Rik|Centerin
MGI:1914207	Serpinb11	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11	2310046M08Rik
MGI:1919119	Serpinb12	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12	2300003F07Rik|4833409F13Rik
MGI:3042250	Serpinb13	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13	PI13|headpin|HUR7|HURPIN
MGI:1913472	Serpinb1a	serine (or cysteine) peptidase inhibitor, clade B, member 1a	LEI|ovalbumin|EIA|MNEI|M/NEI|ELANH2|1190005M04Rik
MGI:2445361	Serpinb1b	serine (or cysteine) peptidase inhibitor, clade B, member 1b	ovalbumin|EIB|6330533H24Rik
MGI:2445363	Serpinb1c	serine (or cysteine) peptidase inhibitor, clade B, member 1c	EIC|ovalbumin
MGI:2445366	Serpinb1-ps1	serine (or cysteine) peptidase inhibitor, clade B, member 1, pseudogene	EID|ovalbumin
MGI:97609	Serpinb2	serine (or cysteine) peptidase inhibitor, clade B, member 2	Planh2|ovalbumin|PAI-2
MGI:3573933	Serpinb3a	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A	Sqn5
MGI:2683293	Serpinb3b	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3B	Scca2-rs
MGI:1277952	Serpinb3c	serine (or cysteine) peptidase inhibitor, clade B, member 3C	Scca2|Serpinb4|ovalbumin|1110001H02Rik|1110013A16Rik
MGI:109579	Serpinb5	serine (or cysteine) peptidase inhibitor, clade B, member 5	1110036M19Rik|Spi7|ovalbumin|Maspin
MGI:103123	Serpinb6a	serine (or cysteine) peptidase inhibitor, clade B, member 6a	Spi3|ovalbumin|4930482L21Rik|D330015H01Rik
MGI:894688	Serpinb6b	serine (or cysteine) peptidase inhibitor, clade B, member 6b	ovalbumin|NK13|Spi12
MGI:2145481	Serpinb6c	serine (or cysteine) peptidase inhibitor, clade B, member 6c	ovalbumin|SPIC|Spi3C
MGI:2667783	Serpinb6d	serine (or cysteine) peptidase inhibitor, clade B, member 6d	SPI3D|Gm11390
MGI:2667778	Serpinb6e	serine (or cysteine) peptidase inhibitor, clade B, member 6e	ovalbumin|Gm11396|SPI3B
MGI:2667865	Serpinb6-ps1	serine (or cysteine) peptidase inhibitor, clade B, member 6, pseudogene 1	SPI3E
MGI:2151053	Serpinb7	serine (or cysteine) peptidase inhibitor, clade B, member 7	ovalbumin|megsin|4631416M05Rik
MGI:894657	Serpinb8	serine (or cysteine) peptidase inhibitor, clade B, member 8	Spi8|ovalbumin|CAP2|CAP-2|NK10
MGI:106603	Serpinb9	serine (or cysteine) peptidase inhibitor, clade B, member 9	PI-9|ovalbumin|Spi6
MGI:894668	Serpinb9b	serine (or cysteine) peptidase inhibitor, clade B, member 9b	SPI-CI|Spi10|R86|1600019A21Rik|ovalbumin
MGI:894669	Serpinb9c	serine (or cysteine) peptidase inhibitor, clade B, member 9c	3830421J05Rik|ovalbumin|Spi11|NK9
MGI:894667	Serpinb9d	serine (or cysteine) peptidase inhibitor, clade B, member 9d	AT2|Spi9|ovalbumin
MGI:894672	Serpinb9e	serine (or cysteine) peptidase inhibitor, clade B, member 9e	ovalbumin|NK26|Spi14
MGI:894671	Serpinb9f	serine (or cysteine) peptidase inhibitor, clade B, member 9f	Spi13|NK21|ovalbumin
MGI:1919260	Serpinb9g	serine (or cysteine) peptidase inhibitor, clade B, member 9g	ovalbumin|NK21B|1600002F03Rik
MGI:2667864	Serpinb9-ps1	serine (or cysteine) peptidase inhibitor, clade B, member 9, pseudogene 1	NK21C
MGI:88095	Serpinc1	serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1	At3|ATIII|antithrombin|At-3
MGI:96051	Serpind1	serine (or cysteine) peptidase inhibitor, clade D, member 1	HC II|HCII|Hcf2|heparin cofactor II
MGI:97608	Serpine1	serine (or cysteine) peptidase inhibitor, clade E, member 1	PAI1|PAI-1|Planh1
MGI:101780	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2	Spi4|PN-1|nexin|B230326M24Rik|protease nexin 1|PI7
MGI:2442020	Serpine3	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3	E130113E03Rik
MGI:108080	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	Sdf3|pigment epithelium derived factor|EPC-1|alpha-2 antiplasmin|Pedfl|Pedf
MGI:107173	Serpinf2	serine (or cysteine) peptidase inhibitor, clade F, member 2	alpha 2 antiplasmin|Pli
MGI:894696	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	C1nh|C1 inhibitor|C1INH
MGI:88283	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1	Serpinh2|Hsp47|Cbp2|Cbp1|gp46|J6|colligin
MGI:1194506	Serpini1	serine (or cysteine) peptidase inhibitor, clade I, member 1	Ns|Spi17|PI12|Neuroserpin
MGI:1915181	Serpini2	serine (or cysteine) peptidase inhibitor, clade I, member 2	1810006A24Rik
MGI:1913438	Sertad1	SERTA domain containing 1	Trip-Br1|p34SEI-1|Sei-1|1110032C13Rik
MGI:1931026	Sertad2	SERTA domain containing 2	SEI-2|Sei2|Trip-Br2
MGI:2180697	Sertad3	SERTA domain containing 3	Sei3|Rbt1
MGI:2443496	Sertad4	SERTA domain containing 4	C130018M11Rik
MGI:3607715	Sertm1	serine rich and transmembrane domain containing 1	6030405A18Rik
MGI:2136999	Ses1a	salmonella enteritidis susceptibility 1a	Ses1
MGI:3588683	Ses1b	salmonella enteritidis susceptibility 1b	Ses1.1
MGI:2155278	Sesn1	sestrin 1	1110002G11Rik|PA26|SEST1
MGI:1922997	Sesn3	sestrin 3	SEST3|5630400E15Rik
MGI:1916262	Sestd1	SEC14 and spectrin domains 1	1500031J16Rik
MGI:1860267	Set	SET nuclear oncogene	2610030F17Rik|5730420M11Rik|StF-IT-1
MGI:1933199	Setbp1	SET binding protein 1	Seb
MGI:2446244	Setd1a	SET domain containing 1A	KMT2F
MGI:2652820	Setd1b	SET domain containing 1B	KMT2G
MGI:1918177	Setd2	SET domain containing 2	4921524K10Rik|KMT3A
MGI:1289184	Setd3	SET domain containing 3	D12Ertd771e|2610305M23Rik|2610102I01Rik
MGI:2136890	Setd4	SET domain containing 4	ORF21
MGI:1920145	Setd5	SET domain containing 5	2900045N06Rik
MGI:1913333	Setd6	SET domain containing 6	0610039J04Rik
MGI:1920501	Setd7	SET domain containing (lysine methyltransferase) 7	KMT7|Set7|Set7/9|1600028F23Rik
MGI:1934229	Setdb1	SET domain, bifurcated 1	KMT1E|ESET
MGI:2685139	Setdb2	SET domain, bifurcated 2	LOC239122|KMT1F
MGI:1921979	Setmar	SET domain without mariner transposase fusion	Etet2|5830404F24Rik
MGI:2443480	Setx	senataxin	Als4|A930037J23Rik
MGI:2158383	Sez2	seizure related gene 2	SEZ2
MGI:104745	Sez6	seizure related gene 6	D11Bhm177e|sez-6
MGI:1935121	Sez6l	seizure related 6 homolog like	Acig1
MGI:2385295	Sez6l2	seizure related 6 homolog like 2	Psk1
MGI:1095403	Sf1	splicing factor 1	MZFM|WBP4|CW17R|Zfp162
MGI:1914715	Sf3a1	splicing factor 3a, subunit 1	1200014H24Rik|5930416L09Rik
MGI:104912	Sf3a2	splicing factor 3a, subunit 2	Sap62|SFA66|PRP11|66kDa
MGI:1922312	Sf3a3	splicing factor 3a, subunit 3	60kDa|4930512K19Rik
MGI:1932339	Sf3b1	splicing factor 3b, subunit 1	Prp10|2810001M05Rik|SF3b155|Targ4|SAP155
MGI:2441856	Sf3b2	splicing factor 3b, subunit 2	SF3b1|B230398H18Rik|SAP145|2810441F20Rik|SF3b145|2610311M13Rik|SF3b150|145kDa
MGI:1289341	Sf3b3	splicing factor 3b, subunit 3	1810061H24Rik|5730409A01Rik|D8Ertd633e|RSE1|SAP130
MGI:109580	Sf3b4	splicing factor 3b, subunit 4	49kDa|SF3b49|Sap49
MGI:1913375	Sf3b5	splicing factor 3b, subunit 5	Sf3b10|10kDa|1110005L13Rik
MGI:1913305	Sf3b6	splicing factor 3B, subunit 6	0610009D07Rik|Sf3b14|6030419K15Rik
MGI:1926137	Sfi1	Sfi1 homolog, spindle assembly associated (yeast)	2310047I15Rik
MGI:1859609	Sfmbt1	Scm-like with four mbt domains 1	4930442N21Rik|9330180L21Rik|Smr
MGI:2447794	Sfmbt2	Scm-like with four mbt domains 2	D2Wsu23e|D330030P06Rik
MGI:1891831	Sfn	stratifin	14-3-3 sigma|Er|Ywhas|MME1
MGI:3844119	Sfp1	short free-running period 1	Sfp-1
MGI:3844122	Sfp2	short free-running period 2	Sfp-2
MGI:3844123	Sfp3	short free-running period 3	Sfp-3
MGI:3844125	Sfp4	short free-running period 4	Sfp-4
MGI:1918764	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	5730453G22Rik|2810416M14Rik|D4Ertd314e|REP1|1110004P21Rik|9030402K04Rik|PSF
MGI:1915038	Sfr1	SWI5 dependent recombination repair 1	6330577E15Rik
MGI:892014	Sfrp1	secreted frizzled-related protein 1	2210415K03Rik|sFRP-1
MGI:108078	Sfrp2	secreted frizzled-related protein 2	Sdf5
MGI:1860298	Sfrp5	secreted frizzled-related sequence protein 5	SARP3
MGI:101760	Sfswap	splicing factor, suppressor of white-apricot homolog (Drosophila)	1190005N23Rik|6330437E22Rik|Sfrs8
MGI:1918689	Sft2d1	SFT2 domain containing 1	5630401J11Rik
MGI:1917362	Sft2d2	SFT2 domain containing 2	cI-45|2010005O13Rik
MGI:1914408	Sft2d3	SFT2 domain containing 3	2610206C24Rik
MGI:3643293	Sfta2	surfactant associated 2	EG433102
MGI:109518	Sftpa1	surfactant associated protein A1	Sftp1|SFTPA1|SP-A|surfactant pulmonary associated protein A1|Sftp-1
MGI:109516	Sftpb	surfactant associated protein B	Sftp3|Sftp-3|SP-B|SF-B
MGI:109517	Sftpc	surfactant associated protein C	Bricd6|Sftp-2|SPC|SP-C|pro-SpC|Sftp2
MGI:109515	Sftpd	surfactant associated protein D	Sfpd|SP-D|Sftp4
MGI:2137677	Sfxn1	sideroflexin 1	2810002O05Rik|A930015P12Rik
MGI:2137678	Sfxn2	sideroflexin 2	F630107H02Rik
MGI:2137681	Sfxn5	sideroflexin 5	C230001H08Rik
MGI:894698	Sgca	sarcoglycan, alpha (dystrophin-associated glycoprotein)	50DAG|adhalin|Asg
MGI:1346523	Sgcb	sarcoglycan, beta (dystrophin-associated glycoprotein)	beta-SG
MGI:1346525	Sgcd	sarcoglycan, delta (dystrophin-associated glycoprotein)	delta-SG
MGI:1329042	Sgce	sarcoglycan, epsilon	e-SG
MGI:1346524	Sgcg	sarcoglycan, gamma (dystrophin-associated glycoprotein)	5430420E18Rik|gamma-SG
MGI:2388820	Sgcz	sarcoglycan zeta	C230085N17Rik
MGI:1922815	Sgf29	SAGA complex associated factor 29	1700023O11Rik|Ccdc101
MGI:1920344	Sgip1	SH3-domain GRB2-like (endophilin) interacting protein 1	3110007P09Rik
MGI:1340062	Sgk1	serum/glucocorticoid regulated kinase 1	Sgk1|Sgk
MGI:2182368	Sgk3	serum/glucocorticoid regulated kinase 3	Cisk|fy|cytokine-independent survival kinase|A330005P07Rik|2510015P22Rik
MGI:2444110	Sgms1	sphingomyelin synthase 1	SMS1alpha1|9530058O11Rik|SMS1|Tmem23|SMS1gamma|SMS1beta|SMS1alpha2
MGI:1921692	Sgms2	sphingomyelin synthase 2	4933405A16Rik|5133401H06Rik
MGI:1919665	Sgol1	shugoshin-like 1 (S. pombe)	3300001M08Rik
