## FlyBase Gene Snapshot Report
## Generated: Fri Jan 27 16:03:04 2017
## Using datasource: dbi:Pg:dbname=fb_2017_01_reporting;host=flysql15;port=5432...
##FBgn_ID	GeneSymbol	GeneName	datestamp	gene_snapshot_text
FBgn0002441	l(3)mbt	lethal (3) malignant brain tumor		Lethal (3) malignant brain tumor (L(3)mbt) is a tumor suppressor protein regulating proliferation in the brain, particularly the optic lobes. L(3)mbt proposed functions include histone compaction, establishment of chromatin insulators, regulation of the Hippo pathway and repression of the germ line program in somatic cells.
FBgn0002440	l(3)mbn	lethal (3) malignant blood neoplasm		Lethal (3) malignant blood neoplasm is a tumor suppressor gene. Mutants show abnormal proliferation of blood cells, differentiation of lamellocytes and melanotic nodule formation in the larva.
FBgn0002431	hyd	hyperplastic discs		In progress.
FBgn0002413	dco	discs overgrown		Discs overgrown (Dco) is a Ser/Thr protein kinase. Dco functions in the circadian rhythm pathway to phosphorylate and bind with circadian target proteins such as per. Dco also contributes to Hedgehog and Wnt pathways, cell death, neurodegeneration, hyperplasia and planar cell polarity.
FBgn0002121	l(2)gl	lethal (2) giant larvae		Lethal (2) giant larvae (L(2)gl) is a tumor suppressor protein that regulates cell polarity and asymmetric cell division. L(2)gl acts on the basolateral side of epithelial cells, antagonizing the activity of apical complex proteins baz, par-6 and aPKC.
FBgn0002069	AspRS	Aspartyl-tRNA synthetase		In progress.
FBgn0002044	swm	second mitotic wave missing		In progress.
FBgn0002036	CG10561	-		In progress.
FBgn0002031	l(2)37Cc	lethal (2) 37Cc		In progress.
FBgn0002023	Lim3	Lim3		Lim3 is a transcription factor that regulates neuronal sub-type identity, including motor neuron identity.
FBgn0002022	Catsup	Catecholamines up		In progress.
FBgn0002021	l(2)37Bb	lethal (2) 37Bb		In progress.
FBgn0001995	mRpL4	mitochondrial ribosomal protein L4		In progress.
FBgn0001994	crp	cropped		Cropped (Crp) is a transcription factor that controls cellular branching of the terminal cells at the ends of tracheal tubes. As a downstream target gene of Myc, Crp affects cell growth, organ size and survival.
FBgn0001992	Cyp303a1	Cyp303a1		In progress.
FBgn0001991	Ca-alpha1D	Ca[2+]-channel protein alpha[[1]] subunit D		Ca[2+]-channel protein alpha[[1]] subunit D (Ca-alpha1D) is the pore-forming alpha subunit of an L-type voltage-gated Ca[2+] channel expressed in neurons. Ca-alpha1D mediates Ca[2+] influx, affecting action potential generation and muscle contraction.
FBgn0001990	wek	weckle		Weckle (Wek) is a zinc finger adaptor protein of the Toll signaling pathway in embryonic dorsoventral patterning. Wek facilitates the recruitment of Myd88 to Tl receptor. However, Wek is dispensable for Toll-mediated innate immunue response.
FBgn0001989	ND-B17	NADH dehydrogenase (ubiquinone) B17 subunit		In progress.
FBgn0001987	Gli	Gliotactin		Gliotactin is a transmembrane protein localized at tricellular junctions. It is necessary for septate junction and permeability barrier formation.
FBgn0001986	Mtr4	Mtr4 helicase		In progress.
FBgn0001983	wor	worniu		In progress.
FBgn0001981	esg	escargot		Escargot encodes a Snail-type transcription factor. It contributes to stem cell maintenance, tracheal morphogenesis and neuroblast differentiation.
FBgn0001978	stc	shuttle craft		In progress.
FBgn0001977	CIAPIN1	Cytokine induced apoptosis inhibitor 1		Cytokine induced apoptosis inhibitor 1 (CIAPIN1) is essential for egg chamber development and is required for follicle cell proliferation and survival.
FBgn0001974	l(2)35Bd	lethal (2) 35Bd		In progress.
FBgn0001970	Pgant35A	Polypeptide N-acetylgalactosaminyltransferase 35A		Polypeptide N-acetylgalactosaminyltransferase 35A (Pgant35A) is a member of the UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase family. It catalyzes the transfer of a GalNAc sugar onto the hydroxyl groups of serine and threonine in secreted or membrane-bound proteins. Pgant35A is an essential protein involved in epithelial tube polarity.
FBgn0001967	NimC3	Nimrod C3		Nimrod C3 (NimC3) is a member of the highly conserved Nimrod cluster. It is a transmembrane protein with a putative phagocytosis receptor function.
FBgn0001965	Sos	Son of sevenless		In progress.
FBgn0001961	Arpc1	Actin-related protein 2/3 complex, subunit 1		Actin-related protein 2/3 complex, subunit 1 (Arpc1) is one of seven components of the highly conserved Arp2/3 complex. The Arp2/3 complex is required for many cellular and developmental processes requiring F-actin polymerization, including germline ring canal growth, embryonic cellularization, myoblast fusion, and endocytosis.
FBgn0001942	eIF4A	eukaryotic translation initiation factor 4A		Eukaryotic initiation factor 4a (eIF-4a) is an essential DEAD-box RNA helicase protein and a canonical translation initiation factor. It is a component of the eIF4F cap-binding complex that is essential for cap-dependent translation of mRNA.
FBgn0001941	ifc	infertile crescent		In progress.
FBgn0002673	twe	twine		In progress.
FBgn0002645	Map205	Microtubule-associated protein 205		Microtubule-associated protein 205 binds and stabilizes microtubules. It also binds, inhibits and stabilizes polo on microtubules during interphase.
FBgn0001624	dlg1	discs large 1		In progress.
FBgn0001612	Grip91	Gamma-tubulin ring protein 91		In progress.
FBgn0001565	Hlc	Helicase		In progress.
FBgn0002354	l(3)87Df	lethal (3) 87Df		In progress.
FBgn0002306	sas	stranded at second		In progress.
FBgn0002284	Prosbeta6	Proteasome beta6 subunit		In progress.
FBgn0002283	l(3)73Ah	lethal (3) 73Ah		In progress.
FBgn0002183	dre4	dre4		Dre4 is a chromatin regulator that, along with Ssrp, forms the protein complex, FACT (facilitates chromatin transcription). FACT facilitates GAGA factor-directed chromatin remodeling.
FBgn0002174	l(2)tid	lethal (2) tumorous imaginal discs		In progress.
FBgn0001491	l(1)10Bb	lethal (1) 10Bb		In progress.
FBgn0001285	Jon44E	Jonah 44E		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0001281	janB	janus B		In progress.
FBgn0001280	janA	janus A		In progress.
FBgn0001276	ix	intersex		In progress.
FBgn0001269	inv	invected		Invected (Inv) is a homeodomain transcription factor that is closely related to, co-expressed with, and functionally redundant with en. Although dispensable in the laboratory, Inv is a transcriptional repressor important for segmentation in the embryo and formation of the posterior compartment in imaginal discs.
FBgn0001263	inaD	inactivation no afterpotential D		Inactivation no afterpotential D (InaD) is a scaffolding protein. InaD functions in the localization of the signaling proteins trp, inaC, and norpA to the signaling compartment of the photoreceptor (the rhabdomere), and in the fast light-induced signaling of photoreceptors.
FBgn0001259	in	inturned		Inturned (In) is a cytoplasmic protein that functions as a downstream member of the fz-stan Planar Cell Polarity pathway that controls hair and bristle polarity in the adult. In directly binds with fy, frtz and mwh and accumulates on the proximal side of wing cells.
FBgn0001258	ImpL3	Ecdysone-inducible gene L3		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0001257	ImpL2	Ecdysone-inducible gene L2		In progress.
FBgn0001256	ImpL1	Ecdysone-inducible gene L1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0001255	ImpE3	Ecdysone-inducible gene E3		In progress.
FBgn0001254	ImpE2	Ecdysone-inducible gene E2		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0001253	ImpE1	Ecdysone-inducible gene E1		Ecdysone-inducible gene E1 is a protein similar to a low-density lipoprotein (LDL) receptor. It is hypothesized to play a role in the cell rearrangements associated with morphogenesis of the disc epithelium. Its transcription is upregulated by 20-hydroxyecdysone.
FBgn0001250	if	inflated		Inflated is one of 5 fly integrin alpha subunits, and when in a heterodimer with an integrin beta subunit makes a receptor for extracellular matrix proteins containing an RGD motif, such as Tig, wb laminin and Tsp. It is required in numerous tissues for cell migration and adhesion between cell layers.
FBgn0001248	Idh	Isocitrate dehydrogenase		Isocitrate dehydrogenase (Idh) is a cytosolic enzyme that catalyzes the oxidative decarboxylation of isocitrate to 2-oxoglutarate, with the concomitant reduction of NADP(+) to NADPH. Idh functions, along with Men, Zw, and Pgd, in a small network of NADP reducing enzymes.
FBgn0001247	Ide	Insulin degrading metalloproteinase		In progress.
FBgn0001235	hth	homothorax		In progress.
FBgn0001233	Hsp83	Heat shock protein 83		In progress.
FBgn0001230	Hsp68	Heat shock protein 68		In progress.
FBgn0001229	Hsp67Bc	Heat shock gene 67Bc		In progress.
FBgn0001228	CG4456	-		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0001227	Hsp67Ba	Heat shock gene 67Ba		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0001226	Hsp27	Heat shock protein 27		In progress.
FBgn0001225	Hsp26	Heat shock protein 26		In progress.
FBgn0001224	Hsp23	Heat shock protein 23		In progress.
FBgn0001223	Hsp22	Heat shock protein 22		In progress.
FBgn0001222	Hsf	Heat shock factor		In progress.
FBgn0001220	Hsc70-5	Heat shock protein cognate 5		In progress.
FBgn0001218	Hsc70-3	Heat shock 70-kDa protein cognate 3		In progress.
FBgn0001217	Hsc70-2	Heat shock protein cognate 2		Heat shock protein cognate 2 (Hsc70-2) is a member of the heat shock protein 70 family. Hsc70-2 functions as chaperone protein in facilitating the proper folding of proteins.
FBgn0001216	Hsc70-1	Heat shock protein cognate 1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0001215	Hrb98DE	Heterogeneous nuclear ribonucleoprotein at 98DE		Heterogeneous nuclear ribonucleoprotein at 98DE (Hrb98DE) is a nuclear RNA-binding protein. It controls hnRNA stability, splicing, IRES-dependent translation, and translational repression. Hrb98DE represents one of the main targets of the poly(ADP-ribosyl)ation pathway. Hrb98DE also regulates tissue polarity patterning and germ-line stem cell fate.
FBgn0001208	Hn	Henna		Henna (Hn) is a tryptophan phenylalanine hydroxylase. Hn is a dual function enzyme: it hydroxylates both phenylalanine to generate tyrosine, as well as tryptophan to generate the precursor for peripheral (non-neuronal) serotonin. Hn is also involved in pteridine synthesis.
FBgn0001206	Hmr	Hybrid male rescue		Hybrid male rescue is required to repress transposable element and satellite DNA expression. It also has a gain-of-function phenotype of causing lethality in F1 male hybrids between D. melanogaster and D. simulans.
FBgn0001202	hook	hook		In progress.
FBgn0001197	His2Av	Histone H2A variant		Histone H2A variant is present in about 25% of nucleosomes. It influences chromatin structure and gene regulation and is also phosphorylated in response to DNA damage in the less conserved C-terminal tail.
FBgn0001189	hfw	halfway		In progress.
FBgn0001187	Hex-C	Hexokinase C		In progress.
FBgn0001186	Hex-A	Hexokinase A		In progress.
FBgn0001185	her	hermaphrodite		In progress.
FBgn0001180	hb	hunchback		In progress.
FBgn0001179	hay	haywire		In progress.
FBgn0001174	halo	halo		In progress.
FBgn0001170	H2.0	Homeodomain protein 2.0		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0001169	H	Hairless		Hairless (H) is the major antagonist of Notch signaling activity during imaginal development. H silences N target genes by assembling a transcriptional repressor complex, which includes the transcription factor Su(H) and general co-repressors like gro and CtBP.
FBgn0001168	h	hairy		Hairy is a bHLH transcriptional repressor that recruits the gro corepressor  to target promoters. It is a pair-rule gene that contributes to embryonic segmentation and peripheral neurogenesis.
FBgn0001150	gt	giant		Giant is a transcription factor in the basic leucine zipper family. It is one of the "gap" transcription factors, transcribed very early in embryonic development, that help to divide the embryo along the anteroposterior axis.
FBgn0001149	GstD1	Glutathione S transferase D1		Insufficient genetic data for FlyBase to solicit a summary.
FBgn0001148	gsb	gooseberry		In progress.
FBgn0001147	gsb-n	gooseberry-neuro		In progress.
FBgn0001145	Gs2	Glutamine synthetase 2		In progress.
FBgn0001142	Gs1	Glutamine synthetase 1		In progress.
FBgn0001139	gro	groucho		Groucho (Gro) is a global developmental co-repressor in conjunction with manifold DNA-binding repressor partner proteins, which tether it to target promoters. Groucho functions downstream of key signaling pathways such as Wg/Wnt and Dpp/TGF-beta. Notably, phosphorylation of Gro in response to MAPK activation weakens its repressor capacity.
